Amina Flow,Flotation Column 03 Air Flow,% Iron Concentrate,% Silica Concentrate
533.048,298.935,65.3,1.66
525.122,300.008,65.81,1.61
561.894,301.038,65.66,1.67
480.641,298.549,64.98,1.72
568.933,299.488,65.4,2.12
459.978,302.04,63.56,3.69
516.786,302.139,62.29,5.17
404.67,302.501,62.65,4.86
602.44,302.898,62.64965302,4.858760025
573.11,298.936,62.58719639,4.635564466
607.86,299.449,62.52473976,4.412368908
555.268,298.321,62.46228314,4.18917335
516.015,298.153,62.39982651,3.965977792
454.71,298.037,62.33736988,3.742782233
567.203,301.312,62.27491326,3.519586675
573.975,302.254,62.15,3.073195558
571.934,303.486,64.02,2.85
659.557,301.683,63.75,3.58
611.327,301.962,64.77,2.92
658.075,301.748,65.64,2.25
666.933,297.442,65.61,2.52
608.468,299.487,65.4,2.78
592.762,300.316,65.28,2.51
558.213,301.498,65.85,2.21
537.134,298.168,65.52,2.13
551.522,301.841,66.34,2.13
543.317,303.265,65.84,2.02
512.535,303.003,66.23,1.88
515.724,298.786,62.96,4.33
586.592,302.315,63.87,3.48
486.584,302.022,63.95,3.49
609.964,298.896,63.9495447,3.501270718
556.637,302.036,63.86759023,5.53
599.122,297.949,63.78563576,5.529035392
575.659,297.879,63.70368129,5.355405968
547.48,302.124,63.62172682,5.181776544
561.523,224.653118,63.53977235,5.00814712
552.307,221.7874918,63.45781788,4.834517696
573.705,297.893,63.29390894,4.487258848
544.19,299.648,63.21195447,4.313629424
446.417,302.445,63.13,4.14
581.721,298.759,63.16,4.62
419.809,300.554,63.16332717,4.617338263
474.282,301.909,63.76221812,4.138225508
472.214,298.554,64.36110906,3.659112754
561.927,299.622,64.96,3.18
432.407,299.701,64.18,3.66
546.062,299.927,66.11,2.16
564.788,299.008,65.64,2.3
546.376,297.973,64.85,2.02
530.396,298.556,65.29,1.74
503.337,302.994,66.68,1.26
407.407,301.816,65.63,1.03
533.862,297.425,64.87,1.72
645.88,298.198,65.17,1.51
585.574,299.394,65.15,1.99
632.251,301.173,64.08,1.58
563.32,297.51,64.45,1.79
441.194,299.671,64.67,1.51
614.943,302.833,64.68,2.17
690.615,298.603,64.69,1.87
566.255,296.995,65.8,1.2
537.525,298.248,64.8,1.24
521.944,300.349,64.72,1.17
423.02,302.207,64.63,1.25
381.84,298,66.96,0.84
395.953,301.052,65.6,1.17
436.727,303.035,65.89,1.01
419.472,301.375,65.97,1
405.381,301.103,65.44,1.93
381.191,299.494,63.79,4.35
367.543,299.764,62.86,4.25
330.492,298.829,63.8,3.87
530.561,298.748,63.56,4.57
397.121,301.283,65.57,1.89
575.383,300.459,65.06,1.61
436.67,297.983,64.51,2.17
552.858,299.123,65.08,1.29
491.452,302.124,65.45,1.12
700.779,301.876,65.3,1.27
598.344,300.928,65.97,1.35
542.187,298.459,65.98,1.4
546.875,298.169,66.57,0.84
585.959,299.046,65.62,1.78
482.342,302.211,67.11,1.12
459.371,298.768,66.37,1.06
472.41,301.329,65.8,1.25
429.292,301.567,66.19,1.4
468.82,302.576,67.03,0.94
450.119,298.828,65.77,1.43
476.823,298.119,66.52,1.11
419.818,300.046,65.77,1.14
370.483,301.025,65.3,1.19
390.015,297.729,65.43,1.26
287.347,298.828,64.7,1.59
467.706,299.3,65.4,1.01
437.622,296.411,64.66,2.91
389.607,301.489,65.08,2.54
392.472,297.399,65.69,1.42
519.901,301.729,65.58,1.25
495.959,301.451,64.72,1.51
536.635,299.251,65.33,1.02
499.762,300.658,64.49,1.68
463.397,249.194,64.2,1.54
385.701,248.592,64,1.37
443.941,251.303,63.6,2.44
426.317,249.162,64.5,1.47
526.622,251.006,62.89,3.61
576.782,249.39,64.33,2.46
579.99,300.316,64.05,2.72
576.782,299.408,65.77,1.35
596.112,298.234,65.57,1.84
610.779,300.036,65.11,2.11
531.359,300.555,65.89,1.73
339.7695714,298.48,63.81,1.79
518.671,301.314,63.75,2.46
414.771,302.344,63.23,3.12
334.8168966,301.245,64.49,2.33
497.385,298.764,64.33,2.34
565.521,297.751,64.76,2.92
520.461,297.046,65.3,2.57
514.04,297.131,64.45,1.84
361.961,297.655,64.65,2.46
257.1077778,302.402,65.34,1.33
566.222,297.652,65.15,1.23
513.5,298.046,65.07,1.41
484.677,299.702,65.87,1.25
362.173,298.581,65.48,1.21
416.74,300.595,66.04,1.23
438.826,298.829,65.73,1.39
408.827,299.156,65.5,1.42
483.422,299.927,65.52,1.13
463.013,298.151,65.06,1.23
475.545,298.494,65.72,1.47
416.594,299.487,65.61,1.66
395.484,298.239,65.93,1.37
402.687,301.016,65.78,1.31
399.366,298.697,65.46,1.36
291.48,301.685,64.82,1.7
316.986,301.874,65.95,2
401.162,302.02,65.63,1.79
391.403,300.956,63.99,2.68
275.02,297.949,64.8,2.93
307.709,302.425,65.63,2.2
411.043,300.089,64.87,1.79
488.533,301.129,63.77,2.27
445.145,302.986,64.56,2.12
481.981,297.538,64.75,1.79
432.129,297.949,65.13,1.38
429.755,301.899,64.66,1.27
519.409,296.851,65.28,1.03
375.623,301.523,64.98,1.2
404.367,298.275,65.02,1.44
381.726,298.077,63.43,4.13
550.964,298.629,65.52,1.4
488.043,300.485,64.79,2.28
616.853,299.373,65.3,1.31
558.368,300.858,64.18,1.56
549.543,298.017,65.12,1.34
491.835,298.884,66.25,1.38
373.549,298.752,66.34,1.27
249.7248182,300.053,67.62,0.87
365.999,302.43,65.72,1.25
317.383,301.772,65.72,1.21
277.64,298.828,65.72,1.21
244.8022773,301.283,65.72,1.21
249.0098333,302.031,65.72,1.21
293.386,302.783,65.72,1.21
557.407,297.147,63.31,3
556.944,300.553,64.21,2.86
511.589,301.882,63.01,3.9
568.764,300.274,65.29,2.12
518.188,299.979,64.44,2.3
565.519,300.126,66.45,1.45
540.924,297.788,66.46,0.84
513.322,298.175,66.33,1.18
505.864,298.082,64.33,3.39
411.915,300.717,65.5,1.52
363.935,301.685,66.08,1.39
559.995,298.828,64.12,2.69
501.981,301.998,66.15,1.51
520.584,302.054,65.75,2.39
524.107,299.083,64.81,2.19
406.997,298.328,65.34,1.96
569.601,301.916,63.86,2.79
530.69,298.123,63.13,3.78
421.587,298.769,63.75,3.22
469.725,302.633,65.67,2.41
563.028,300.994,64.99,2.51
635.927,297.12,66.59,1.9
567.02,297.289,65.93,1.7
617.843,299.1,66.63,1.28
482.956,299.178,66.46,1.24
537.003,299.356,65.73,1.53
539.945,298.053,65.92,2.07
428.984,301.696,65.51,2.31
424.812,297.323,65.11,1.81
432.055,298.555,65.76,1.49
359.371,301.336,66.61,1.08
439.618,301.849,65.79,1.44
450.83,300.456,65.44,1.14
396.629,298.467,64.99,1.26
419.355,302.385,64.92,1.15
393.814,299.836,64.98,1.2
376.129,299.18,65.41,1.26
384.721,301.685,64.72,2.54
490.673,297.949,66.43,1.14
363.539,298.513,64.95,1.67
251.504,299.612,66.36,1.69
332.211,301.495,65.53,1.59
476.352,298.448,65.27,1.45
422.147,297.61,66.18,1.42
368.612,302.325,66.13,1.59
393.173,297.869,65.56,1.75
401.556,302.124,66.03,1.79
285.752,301.064,65.3,1.84
399.683,301.667,65.17,2.24
445.96,300.124,66.39,1.3
435.383,298.242,66.24,1.46
409.137,301.461,66.42,1.71
365.466,299.91,66.3,1.52
418.008,298.993,66.13,1.31
422.733,301.808,65.64,1.22
428.409,299.659,64.59,2.85
391.823,298.277,64.73,3.53
379.949,299.268,64.28,2.85
388.9468235,302.324,64.72,1.77
542.004,301.678,64.87,1.81
519.982,298.986,65.08,1.65
508.811,300.904,65.74,1.35
437.675,302.783,65.38,1.36
388.22,298.388,65.33,1.35
505.32,302.247,64.77,1.4
424.324,302.783,65.37,1.67
499.775,302.994,64.44,1.77
411.197,297.949,64.9,3.09
568.513,298.148,65.86,2.28
518.799,298.699,65.82,2.39
612.97,299.635,63.47,5.53
617.884,302.124,62.9,5.527966728
591.616,298.962,62.5,5.161977819
623.268,298.608,62.51220995,4.795988909
690.234,298.694,64.71,4.43
618.036,297.984,64.52,4.71
497.416,301.558,64.26,3.29
335.344,299.75,63.19,3.66
447.539,300.165,62.89,3.77
584.98,302.563,62.71,4.06
486.22,299.522,63.49,4.05
585.623,297.836,62.83,3.95
534.91,298.02,64.2,2.55
512.916,302.103,64.84,2.82
540.771,297.949,64.72,2.58
558.651,297.862,63.39,3.62
571.214,302.231,63.57,3.87
542.99,297.07,63.57,3.87
338.468975,300.636,63.57,3.87
494.965,301.891,65.82,1.63
625.879,297.995,67.09,1.29
564.494,298.212,65.67,1.58
550.65,298.047,65.76,1.57
392.954,302.195,64.27,2.85
524.951,301.717,65.03,2.04
536.218,301.685,64.5,2.09
552.198,300.769,63.39,3.07
450.215,298.389,63.35,3.89
515.535,298.402,63.61,2.97
571.075,297.786,63.18,4.68
502.46,302.876,63.26,4.04
411.852,298.071,62.94,4.99
581.421,299.006,63.43,5.08
460.61,296.895,64.15,4.26
558.472,297.949,62.67,4.43
531.456,302.01,62.67056429,4.430175763
544.909,301.582,62.77213691,4.461813136
625.516,298.573,62.87370953,4.493450509
344.174,302.524,62.97528215,4.525087882
537.224,298.601,63.07685476,4.556725254
503.473,298.457,63.17842738,4.588362627
535.188,297.908,63.28,4.62
554.573,300.023,62.63,5.06
554.251,302.872,64.86,3.5
420.626,298.915,62.57,4.61
361.0449787,304.04,62.62,4.14
298.897,302.199,63.39,4.07
244.7822857,300.891,62.23,4.79
565.021,302.078,62.66,3.88
702.321,301.373,62.66067703,3.880310766
592.648,302.026,62.78254162,3.936248613
594.133,302.714,62.90440622,3.99218646
429.864,298.671,63.02627081,4.048124306
517.798,301.959,63.27,4.16
439.824,302.563,64.9,2.49
588.482,299.214,65.21,2.67
544.92,297.889,62.65,4.07
337.102,299.124,64.12,2.38
404.557,298.408,65.19,1.26
449.569,302.124,64.32,1.76
543.213,300.784,64.33,1.89
433.67,297.996,65.81,1.31
495.032,298.071,65.36,1.47
446.376,301.246,64.62,2.09
470.705,297.836,65.15,1.29
429.544,299.907,63.92,2.77
451.97,300.738,64.61,1.63
548.621,298.47,65.24,1.53
536.722,299.854,65.04,1.54
565.213,299.013,65.13,1.97
633.441,298.695,64.53,2.14
713.827,301.038,64.38,2.54
526.064,302.639,64.13,2.57
588.272,300.119,63.55,3.53
579.003,301.891,63.47,4.12
577.083,299.137,63.98,3.66
528.318,297.286,63.81149585,4.959307479
738.655,301.638,64.08074792,4.83465374
735.038,298.556,64.35,4.71
739.304,299.69,63.83,4.18
731.6035294,303.085,64.38,3.18
651.503,296.847,65.37,1.4
570.46,298.056,66.28,0.94
529.795,302.347,66.15,1.58
543.486,302.703,63.5,3.75
499.878,298.828,63.82,3.2
498.613,299.506,63.26,2.55
548.709,300.871,63.94,2.58
543.744,301.436,62.98,2.69
565.247,301.241,64.82,1.84
530.95,296.776,64.59,2.3
570.488,298.858,64.2,1.72
505.507,298.97,64.24,1.41
526.324,299.222,64.24,1.41
709.001,299.028,62.69,5.3
602.448,298.591,65.29,2.94
562.017,299.565,65.65,1.96
542.245,300.12,66.81,1.24
542.483,299.225,65.51,1.6
504.648,298.593,65.41,1.94
538.204,298.162,66.36,1.65
538.421,302.51,63.82,4.39
641.665,299.032,62.26,4.391663586
607.318,298.881,62.33,4.691109057
566.179,302.049,62.16,4.990554529
574.977,297.538,62.65,5.29
526.585,299.268,64.73,2.94
553.246,298.657,63.44,3.98
527.754,298.935,63.17,4.44
560.487,301.322,65.31,2.47
553.195,297.509,63.78,2.15
467.013,298.921,66.03,1.25
464.214,300.075,65.45,1.24
520.359,301.51,65.76,1.22
495.536,298.972,66.19,1.33
675.96,300.195,64.92,1.73
530.012,298.589,65.54,1.31
587.2,302.124,64.54,1.51
570.265,301.94,64.8,1.41
513.889,298.843,64.5,1.42
390.818,298.269,65.13,1.07
428.082,302.246,65.01,1
477.737,298.605,65,1.22
545.356,297.455,64.2,1.57
544.235,299.542,62.52,3.47
548.253,302.69,62.38,4.44
577.818,301.868,62.39138122,4.69
517.168,299.199,64.44,2.01
508.6,298.59,64.29,2.31
631.528,301.465,63.3,3.03
563.966,302.266,62.46,3.71
623.01,298.756,62.36,3.93
573.533,299.487,62.44,3.47
600.565,302.673,63.09,3.16
528.353,298.937,63.16,2.58
454.929,297.661,62.81,3.95
477.404,302.954,64.59,1.96
483.717,297.739,64.93,1.66
569.081,299.274,64.83,1.76
520.797,299.498,64.69,3.02
576.959,298.61,64.86,2.7
458.739,300.257,64.64,2.25
562.811,299.487,64,3.49
552.947,298.171,62.79,4.77
393.576,301.192,63.47,3.93
531.879,297.718,63.5,4.68
488.948,298.072,63.38,3.83
567.935,298.238,63.15,3.74
488.464,300.207,63.2,2.73
535.715,297.978,64.12,2.72
510.407,297.647,63.65,3
436.893,301.818,64.21,2.83
449.3153464,249.077,64.21,2.83
275.8215412,247.865,64.21,2.83
521.748,301.465,63.85,2.14
458.606,299.554,63.83,2.71
558.22,297.604,63.62,2.7
498.767,299.986,64.42,2.47
563.651,301.18,64.47,2.9
490.239,302.111,64.25,2.3
409.732,296.044,63.82,2.25
455.301,299.467,64.5,2.08
534.624,299.111,64.26,2.63
552.233,301.324,64.82,2.41
469.936,300.812,62.22,4.89
475.452,301.854,62.57,4.08
525.566,298.465,62.2,4.89
505.786,300.512,62.19990011,4.889674964
420.27,301.919,62.16394007,4.772662004
600.865,297.439,62.14596004,4.714155524
571.872,299.409,62.12798002,4.655649043
554.355,298.146,62.11,4.597142563
420.705,301.602,63,4.538636083
375.922,297.949,63,4.480129603
278.32,297.729,63,4.421623123
299.7350502,210.31183,63,4.363116643
328.3551507,213.1891363,63,4.304610163
356.9752511,216.0664425,63,4.246103682
385.5953516,218.9437488,63,4.187597202
414.215452,221.8210551,63,4.129090722
442.8355525,224.6983613,63,4.070584242
471.4556529,227.5756676,63,4.012077762
500.0757534,230.4529738,63,3.953571282
528.6958538,233.3302801,63,3.895064802
557.3159542,236.2075863,63,3.836558321
421.973,300.726,63,3.778051841
554.874,298.296,63.00074544,3.719545361
576.782,299.487,63.13492466,3.661038881
577.015,299.68,63.26910389,3.602532401
667.918,299.604,63.40328311,3.544025921
569.715,300.377,63.53746233,3.48551944
643.725,299.621,63.80582078,3.36850648
557.522,302.783,63.94,3.31
553.673,298.389,63.99,3.11
486.061,301.258,64.27,3.57
564.144,298.182,63.86,4.11
574.177,300.747,64.17,2.8
651.404,298.205,65.08,2.59
477.81,297.256,65.67,1.64
555.198,300.037,65.16,1.83
582.22,298.608,65.04,1.82
521.374,299.731,65.35,1.73
498.9,297.982,65.94,1.3
505.504,299.492,64.94,1.6
291.241,299.325,65.39,1.29
465.973,301.93,66.04,1.49
424.547,298.146,64.98,1.71
468.843,298.82,65.02,1.78
536.438,301.372,65,1.78
574.326,300.993,64.05,2.99
570.141,297.788,64.51,2.74
598.643,301.146,64.5,2.48
585.195,296.933,65.3,2.24
567.838,299.941,65.93,1.5
621.036,298.233,65.6,1.84
556.157,299.278,65.61,1.7
411.273,302.124,63.45,3.01
549.811,303.108,64.8,2.57
569.861,298.904,64.42,1.76
500.017,301.89,65.8,1.49
566.406,301.685,66.12,1.49
609.065,299.415,64.73,1.54
486.777,300.116,64.66,1.57
396.014,297.242,64.72,2.41
504.034,298.525,65.96,1.85
540.813,297.775,65.11,2.23
485.84,302.783,64.62,2.47
494.281,295.99,64.06,2.66
620.224,302.086,63.94,2.46
592.099,302.704,64.69,1.98
524.468,301.685,65.09,2.15
460.151,296.799,64.92,1.9
546.413,298.815,64.97,2.05
560.682,301.387,65.42,1.72
482.542,300.574,65.78,1.44
533.421,300.291,66.19,1.36
428.467,301.869,66.23,1.21
552.415,298.357,66.15,1.66
577.142,298.013,65.51,1.91
703.019,301.761,65.04,2.22
568.18,302.632,65.91,1.77
507.1,299.048,65.83,1.61
388.482,302.124,66.27,1.74
430.902,296.764,65.26,1.99
503.912,301.026,65.15,1.79
504.113,297.644,64.53,2.53
566.068,299.292,64.89,2.05
478.025,302.258,64.9,1.65
551.54,297.981,65.61,1.42
590.765,302.258,65.57,1.65
453.546,302.229,65.08,2.13
421.102,295.612,64.96,1.84
378.806,300.624,64.73,2.4
420.348,300.446,65.48,1.56
358.946,301.375,65.22,1.25
310.231,301.1,65.12,1.33
268.753,301.926,64.91,1.5
358.59,297.879,63.91,2.94
250.6526071,302.351,63.54,4.1
360.092,302.32,65.01,1.57
511.046,300.703,63.47,3.24
465.819,298.215,64.86,2.34
339.102,298.16,64.03,3.07
394.811,301.985,63.69,3.12
524.324,299.789,63.49,3.26
476.337,298.044,65,1.93
467.313,301.302,64.17,2.23
596.893,301.302,64.4,2.15
571.999,299.67,65.26,2.3
592.891,297.949,65.74,2.27
526.878,301.517,65.2,1.7
566.934,300.374,64.06,2.52
452.414,300.613,64.53,2.45
376.042,300.584,64.3,2.87
513.017,300.436,62.47,2.46
536.32,301.301,64.25,2.36
509.368,302.886,64.22,2.74
497.437,296.631,64.65,1.83
494.99,301.685,65.05,1.65
492.027,300.543,64.83,1.71
520.986,299.085,64.29,1.8
511.961,298.231,64.25,1.96
461.285,297.993,64.27,1.71
